Year,Exporting country,Importing country,Product,Value of the trade flow (thousands current USD),Quantity (in metric tons),description,Product category,hs4,hs2
2019,Fiji,Tuvalu,Articles of iron or steel,0.475,0.063,"Domestic appliances: non-electric, (other than cookers and plate warmers), for gas fuel or for both gas and other fuels, of iron or steel",732181,7321,73
2019,Fiji,Tuvalu,Articles of iron or steel,0.889,0.128,"Domestic appliances: non-electric, parts thereof, of iron or steel",732190,7321,73
2019,Fiji,Tuvalu,Articles of iron or steel,0.296,0.039,"Iron or steel: wool, pot scourers and scouring or polishing pads, gloves and the like",732310,7323,73
2019,Fiji,Tuvalu,Articles of iron or steel,0.031,0.005,"Steel, stainless: table, kitchen and other household articles and parts thereof",732393,7323,73
2019,Fiji,Tuvalu,Articles of iron or steel,31.72,6.9,"Iron or steel: table, kitchen and other household articles and parts thereof, of iron or steel n.e.c. in heading no. 7323",732399,7323,73
2019,Fiji,Tuvalu,Articles of iron or steel,2.008,16.841,"Steel: sinks and wash basins, of stainless steel",732410,7324,73
2019,Fiji,Tuvalu,Articles of iron or steel,1.582,81.176,Iron (other than cast) or steel: baths,732429,7324,73
2019,Fiji,Tuvalu,Articles of iron or steel,0.092,0.004,"Iron or steel: sanitary ware and parts thereof, excluding sinks, wash basins and baths",732490,7324,73
2019,Fiji,Tuvalu,Articles of iron or steel,7.554,1.86,Iron: articles of non-malleable cast iron,732510,7325,73
2019,Fiji,Tuvalu,Articles of iron or steel,0.002,0.137,"Iron or steel: cast articles, excluding grinding balls and similar articles for mills, other than of non-malleable cast iron",732599,7325,73
2019,Fiji,Tuvalu,Articles of iron or steel,0.016,0.02,"Iron or steel: grinding balls and similar articles for mills, forged or stamped, but not further worked",732611,7326,73
2019,Fiji,Tuvalu,Articles of iron or steel,0.491,0.248,Iron or steel: wire articles,732620,7326,73
2019,Fiji,Tuvalu,Articles of iron or steel,44.215,56.928,Iron or steel: articles n.e.c. in heading 7326,732690,7326,73
2019,Fiji,USA,Articles of iron or steel,84.52,0.134,"Iron or steel: structures and parts thereof, props and similar equipment for scaffolding, shuttering or pit-propping",730840,7308,73
2019,Fiji,USA,Articles of iron or steel,0.735,0.076,"Iron or steel: plaited bands, slings and the like, not electrically insulated",731290,7312,73
2019,Fiji,USA,Articles of iron or steel,0.232,0.1,"Iron or steel: threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",731815,7318,73
2019,Fiji,USA,Articles of iron or steel,0.563,0.02,Iron or steel: springs n.e.c. in heading no. 7320,732090,7320,73
2019,Fiji,USA,Articles of iron or steel,6.888,0.983,"Cooking appliances and plate warmers: for gas fuel or for both gas and other fuels, of iron or steel",732111,7321,73
2019,Fiji,USA,Articles of iron or steel,0.425,0.05,"Iron or steel: wool, pot scourers and scouring or polishing pads, gloves and the like",732310,7323,73
2019,Fiji,USA,Articles of iron or steel,3.907,0.71,"Steel, stainless: table, kitchen and other household articles and parts thereof",732393,7323,73
2019,Fiji,USA,Articles of iron or steel,0.072,0.018,"Iron or steel: table, kitchen and other household articles and parts thereof, of iron or steel n.e.c. in heading no. 7323",732399,7323,73
2019,Fiji,USA,Articles of iron or steel,5.156,2.02,"Iron or steel: cast articles, excluding grinding balls and similar articles for mills, other than of non-malleable cast iron",732599,7325,73
2019,Fiji,USA,Articles of iron or steel,75.794,1.876,Iron or steel: articles n.e.c. in heading 7326,732690,7326,73
2019,Fiji,Wallis and Futuna Isds,Articles of iron or steel,4.889,1.23,"Steel, stainless: seamless, casing and tubing, of a kind used in drilling for oil or gas",730424,7304,73
2019,Fiji,Wallis and Futuna Isds,Articles of iron or steel,0.86,0.56,"Iron or steel (excluding cast iron): tubes, pipes and hollow profiles (not seamless), n.e.c. in chapter 73",730690,7306,73
2019,Fiji,Wallis and Futuna Isds,Articles of iron or steel,0.009,0.15,"Iron or steel: tube or pipe fittings, n.e.c. in item no. 7307.9, other than stainless steel",730799,7307,73
2019,Fiji,Wallis and Futuna Isds,Articles of iron or steel,6.891,1.226,"Iron or steel: structures and parts thereof, doors, windows and their frames and thresholds for doors",730830,7308,73
2019,Fiji,Wallis and Futuna Isds,Articles of iron or steel,7.197,1.53,"Iron or steel: structures and parts thereof, n.e.c. in heading 7308",730890,7308,73
2019,Fiji,Wallis and Futuna Isds,Articles of iron or steel,0.653,0.2,"Reservoirs, tanks, vats and similar containers: for any material (excluding compressed or liquefied gas), of iron or steel, capacity exceeding 300l, whether or not lined or heat insulated",730900,7309,73
2019,Fiji,Wallis and Futuna Isds,Articles of iron or steel,0.171,0.1,"Containers for compressed or liquefied gas, of iron or steel",731100,7311,73
2019,Fiji,Wallis and Futuna Isds,Articles of iron or steel,0.019,0.01,"Iron of steel: barbed wire, twisted hoop or single flat wire and loosely twisted double wire, used for fencing",731300,7313,73
2019,Fiji,Wallis and Futuna Isds,Articles of iron or steel,3.114,0.33,"Iron or steel wire: grill, netting and fencing, welded at the intersection, n.e.c. in item no. 7314.20, (other than plated or coated with zinc)",731439,7314,73
2019,Fiji,Wallis and Futuna Isds,Articles of iron or steel,0.175,0.095,"Iron or steel wire: grill, netting and fencing, coated with materials other than zinc or plastic",731449,7314,73
2019,Fiji,Wallis and Futuna Isds,Articles of iron or steel,1.853,0.415,Iron or steel: expanded metal,731450,7314,73
2019,Fiji,Wallis and Futuna Isds,Articles of iron or steel,0.704,0.305,"Iron or steel: nails, tacks, drawing pins, corrugated nails, staples (not those of heading no. 8305) and the like, with heads of other material or not, but excluding articles with heads of copper",731700,7317,73
2019,Fiji,Wallis and Futuna Isds,Articles of iron or steel,1.701,1.256,"Iron or steel: threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",731815,7318,73
2019,Fiji,Wallis and Futuna Isds,Articles of iron or steel,3.751,0.5,"Iron or steel: threaded screws, bolts and nuts n.e.c. in item no. 7318.1",731819,7318,73
2019,Fiji,Wallis and Futuna Isds,Articles of iron or steel,7.384,1.053,"Cooking appliances and plate warmers: for gas fuel or for both gas and other fuels, of iron or steel",732111,7321,73
2019,Fiji,Wallis and Futuna Isds,Articles of iron or steel,0.016,0.05,"Steel, stainless: table, kitchen and other household articles and parts thereof",732393,7323,73
2019,Fiji,Wallis and Futuna Isds,Articles of iron or steel,0.877,0.195,"Iron or steel: table, kitchen and other household articles and parts thereof, of iron or steel n.e.c. in heading no. 7323",732399,7323,73
2019,Fiji,Wallis and Futuna Isds,Articles of iron or steel,0.036,0.283,Iron (other than cast) or steel: baths,732429,7324,73
2019,Fiji,Wallis and Futuna Isds,Articles of iron or steel,0.173,0.015,Iron or steel: wire articles,732620,7326,73
2019,Fiji,Wallis and Futuna Isds,Articles of iron or steel,1.431,0.227,Iron or steel: articles n.e.c. in heading 7326,732690,7326,73
2019,Fiji,Samoa,Articles of iron or steel,0.025,0.004,"Iron or steel (excluding cast iron): tubes, pipes and hollow profiles (not seamless), n.e.c. in chapter 73",730690,7306,73
2019,Fiji,Samoa,Articles of iron or steel,14.211,2.1,"Iron or steel: tube or pipe fittings, flanges, other than stainless steel",730791,7307,73
2019,Fiji,Samoa,Articles of iron or steel,95.546,8.16,"Iron or steel: tube or pipe fittings, n.e.c. in item no. 7307.9, other than stainless steel",730799,7307,73
2019,Fiji,Samoa,Articles of iron or steel,12.166,1.148,"Iron or steel: structures and parts thereof, doors, windows and their frames and thresholds for doors",730830,7308,73
2019,Fiji,Samoa,Articles of iron or steel,86.431,49.014,"Iron or steel: structures and parts thereof, n.e.c. in heading 7308",730890,7308,73
2019,Fiji,Samoa,Articles of iron or steel,5.436,4.14,"Cans: which are to be closed by soldering or crimping, for any material (excluding compressed or liquefied gas), less than 50l capacity, of iron or steel",731021,7310,73
2019,Fiji,Samoa,Articles of iron or steel,44.889,36.706,"Tanks, casks, drums, boxes and similar containers for any material (excluding compressed or liquefied gas) less than 50l capacity, n.e.c. in item no. 7310.2, of iron or steel",731029,7310,73
2019,Fiji,Samoa,Articles of iron or steel,17.939,15.134,"Containers for compressed or liquefied gas, of iron or steel",731100,7311,73
2019,Fiji,Samoa,Articles of iron or steel,8.326,5.2,"Iron or steel: plaited bands, slings and the like, not electrically insulated",731290,7312,73
2019,Fiji,Samoa,Articles of iron or steel,45.26,31.722,"Iron of steel: barbed wire, twisted hoop or single flat wire and loosely twisted double wire, used for fencing",731300,7313,73
2019,Fiji,Samoa,Articles of iron or steel,61.733,30.033,"Iron or steel wire: grill, netting and fencing, plated or coated with zinc",731441,7314,73
2019,Fiji,Samoa,Articles of iron or steel,25.977,20.323,"Iron or steel wire: grill, netting and fencing, coated with materials other than zinc or plastic",731449,7314,73
2019,Fiji,Samoa,Articles of iron or steel,4.37,2.6,Iron or steel: expanded metal,731450,7314,73
2019,Fiji,Samoa,Articles of iron or steel,218.971,116.209,"Iron or steel: nails, tacks, drawing pins, corrugated nails, staples (not those of heading no. 8305) and the like, with heads of other material or not, but excluding articles with heads of copper",731700,7317,73
2019,Fiji,Samoa,Articles of iron or steel,0.556,0.02,Iron or steel: threaded wood screws other than coach screws,731812,7318,73
2019,Fiji,Samoa,Articles of iron or steel,1.961,0.098,Iron or steel: threaded self-tapping screws,731814,7318,73
2019,Fiji,Samoa,Articles of iron or steel,0.93,0.1,"Iron or steel: threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",731815,7318,73
2019,Fiji,Samoa,Articles of iron or steel,0.022,0.02,Iron or steel: threaded nuts,731816,7318,73
2019,Fiji,Samoa,Articles of iron or steel,5.534,0.686,"Iron or steel: threaded screws, bolts and nuts n.e.c. in item no. 7318.1",731819,7318,73
2019,Fiji,Samoa,Articles of iron or steel,0.022,0.024,"Iron or steel: non-threaded washers, excluding spring and lock",731822,7318,73
2019,Fiji,Samoa,Articles of iron or steel,21.427,3.057,"Cooking appliances and plate warmers: for gas fuel or for both gas and other fuels, of iron or steel",732111,7321,73
2019,Fiji,Samoa,Articles of iron or steel,5.678,,"Cooking appliances and plate warmers: for liquid fuel, of iron or steel",732112,7321,73
2019,Fiji,Samoa,Articles of iron or steel,4.034,0.581,"Domestic appliances: non-electric, parts thereof, of iron or steel",732190,7321,73
2019,Fiji,Samoa,Articles of iron or steel,1.654,0.318,"Iron or steel: wool, pot scourers and scouring or polishing pads, gloves and the like",732310,7323,73
2019,Fiji,Samoa,Articles of iron or steel,0.077,0.43,"Cast iron: table, kitchen and other household articles and parts thereof, of cast iron, enamelled",732392,7323,73
2019,Fiji,Samoa,Articles of iron or steel,0.203,0.014,"Steel, stainless: table, kitchen and other household articles and parts thereof",732393,7323,73
2019,Fiji,Samoa,Articles of iron or steel,1.057,0.544,"Iron or steel: table, kitchen and other household articles and parts thereof, of iron or steel n.e.c. in heading no. 7323",732399,7323,73
2019,Fiji,Samoa,Articles of iron or steel,6.023,6.66,"Steel: sinks and wash basins, of stainless steel",732410,7324,73
2019,Fiji,Samoa,Articles of iron or steel,13.294,2.838,Iron: articles of non-malleable cast iron,732510,7325,73
2019,Fiji,Samoa,Articles of iron or steel,0.024,0.11,"Iron or steel: cast articles, excluding grinding balls and similar articles for mills, other than of non-malleable cast iron",732599,7325,73
2019,Fiji,Samoa,Articles of iron or steel,1.117,0.058,"Iron or steel: articles n.e.c. in item no. 7326.11, forged or stamped, but not further worked",732619,7326,73
2019,Fiji,Samoa,Articles of iron or steel,28.757,11.765,Iron or steel: articles n.e.c. in heading 7326,732690,7326,73
2019,Kiribati,Brazil,Articles of iron or steel,0.028,,"Iron or steel: threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",731815,7318,73
2019,Kiribati,Canada,Articles of iron or steel,3.33,0.615,"Iron or steel: threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",731815,7318,73
2019,Kiribati,Canada,Articles of iron or steel,0.133,0.004,Iron or steel: threaded nuts,731816,7318,73
2019,Kiribati,Canada,Articles of iron or steel,0.077,0.001,"Iron or steel: threaded screws, bolts and nuts n.e.c. in item no. 7318.1",731819,7318,73
2019,Kiribati,Canada,Articles of iron or steel,0.38,0.002,Iron or steel: non-threaded spring washers and other lock washers,731821,7318,73
2019,Kiribati,Canada,Articles of iron or steel,0.003,,"Iron or steel: non-threaded washers, excluding spring and lock",731822,7318,73
2019,Kiribati,Canada,Articles of iron or steel,0.125,0.017,Iron or steel: non-threaded cotters and cotter-pins,731824,7318,73
2019,Kiribati,Canada,Articles of iron or steel,3.82,,Iron or steel: articles n.e.c. in heading 7326,732690,7326,73
2019,Kiribati,Fiji,Articles of iron or steel,1.894,0.285,"Iron or steel (excluding cast iron): tubes, pipes and hollow profiles (not seamless), n.e.c. in chapter 73",730690,7306,73
2019,Kiribati,Fiji,Articles of iron or steel,0.586,0.283,"Tanks, casks, drums, cans, boxes and similar containers, for any material (excluding compressed or liquefied gas), 50l or more capacity but not exceeding 300l",731010,7310,73
2019,Kiribati,Fiji,Articles of iron or steel,1.708,0.61,"Containers for compressed or liquefied gas, of iron or steel",731100,7311,73
2019,Kiribati,Fiji,Articles of iron or steel,1.44,0.53,"Iron of steel: barbed wire, twisted hoop or single flat wire and loosely twisted double wire, used for fencing",731300,7313,73
2019,Kiribati,Fiji,Articles of iron or steel,0.373,0.166,"Iron or steel wire: grill, netting and fencing, welded at the intersection, n.e.c. in item no. 7314.20, (other than plated or coated with zinc)",731439,7314,73
2019,Kiribati,Fiji,Articles of iron or steel,1.383,0.498,"Iron or steel wire: grill, netting and fencing, coated with materials other than zinc or plastic",731449,7314,73
2019,Kiribati,Fiji,Articles of iron or steel,1.539,0.557,"Iron or steel: nails, tacks, drawing pins, corrugated nails, staples (not those of heading no. 8305) and the like, with heads of other material or not, but excluding articles with heads of copper",731700,7317,73
2019,Kiribati,Fiji,Articles of iron or steel,0.438,0.15,"Iron or steel: threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",731815,7318,73
2019,Kiribati,Fiji,Articles of iron or steel,0.093,0.068,"Steel, stainless: table, kitchen and other household articles and parts thereof",732393,7323,73
2019,Kiribati,Fiji,Articles of iron or steel,0.256,0.166,Iron or steel: articles n.e.c. in heading 7326,732690,7326,73
2019,Kiribati,Rep. of Korea,Articles of iron or steel,2.693,2.754,"Containers for compressed or liquefied gas, of iron or steel",731100,7311,73
2019,Kiribati,Thailand,Articles of iron or steel,0.002,,"Iron or steel: table, kitchen and other household articles and parts thereof, of iron or steel n.e.c. in heading no. 7323",732399,7323,73
2019,Kiribati,United Arab Emirates,Articles of iron or steel,5.224,0.6,"Iron or steel: tube or pipe fittings, butt welding fittings, other than stainless steel",730793,7307,73
2019,Nauru,Australia,Articles of iron or steel,4.656,0.173,"Steel, stainless: tube or pipe fittings, n.e.c. in item no. 7307.2",730729,7307,73
2019,Nauru,Canada,Articles of iron or steel,0.031,0.025,"Iron or steel: threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",731815,7318,73
2019,Nauru,Canada,Articles of iron or steel,0.055,0.05,Iron or steel: threaded nuts,731816,7318,73
2019,Nauru,Canada,Articles of iron or steel,0.006,,Iron or steel: springs n.e.c. in heading no. 7320,732090,7320,73
2019,Nauru,China,Articles of iron or steel,2.376,0.196,"Steel, stainless: tube or pipe fittings, flanges, of stainless steel",730721,7307,73
2019,Nauru,China,Articles of iron or steel,3.661,0.312,Iron or steel: articles n.e.c. in heading 7326,732690,7326,73
2019,Nauru,Czechia,Articles of iron or steel,0.602,0.77,"Iron or steel (excluding cast iron): tubes, pipes and hollow profiles (not seamless), welded, of square or rectangular cross-section, n.e.c. in chapter 73",730661,7306,73
2019,Nauru,Czechia,Articles of iron or steel,1.497,0.692,"Iron or steel: structures and parts thereof, props and similar equipment for scaffolding, shuttering or pit-propping",730840,7308,73
2019,Nauru,Czechia,Articles of iron or steel,0.801,0.145,"Iron or steel: articles n.e.c. in item no. 7326.11, forged or stamped, but not further worked",732619,7326,73
2019,Nauru,Finland,Articles of iron or steel,4.772,0.05,"Steel, stainless: table, kitchen and other household articles and parts thereof",732393,7323,73
2019,Nauru,France,Articles of iron or steel,1.224,0.09,"Domestic appliances: non-electric, (other than cookers and plate warmers), for solid fuel and fuels other than gas or liquid, of iron or steel",732189,7321,73
2019,Nauru,France,Articles of iron or steel,0.056,0.007,"Iron or steel: cast articles, excluding grinding balls and similar articles for mills, other than of non-malleable cast iron",732599,7325,73
2019,Nauru,France,Articles of iron or steel,0.49,0.02,Iron or steel: articles n.e.c. in heading 7326,732690,7326,73
2019,Nauru,Côte d'Ivoire,Articles of iron or steel,0.05,0.001,"Chain: articulated link, (other than roller), of iron or steel",731512,7315,73
2019,Nauru,Côte d'Ivoire,Articles of iron or steel,0.242,0.005,"Iron or steel: threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",731815,7318,73
2019,Nauru,Côte d'Ivoire,Articles of iron or steel,0.03,0.001,Iron or steel: threaded nuts,731816,7318,73
2019,Nauru,Côte d'Ivoire,Articles of iron or steel,0.216,0.003,Iron or steel: articles n.e.c. in heading 7326,732690,7326,73
2019,Nauru,Luxembourg,Articles of iron or steel,1.038,0.065,"Cast iron: cast fittings, of non-malleable cast iron",730711,7307,73
2019,Nauru,Pakistan,Articles of iron or steel,0.034,0.01,Iron or steel: springs n.e.c. in heading no. 7320,732090,7320,73
2019,Nauru,Seychelles,Articles of iron or steel,2.973,0.15,"Iron or steel: tube or pipe fittings, n.e.c. in item no. 7307.9, other than stainless steel",730799,7307,73
2019,Nauru,India,Articles of iron or steel,0.751,0.03,"Iron or steel: stranded wire, ropes and cables, not electrically insulated",731210,7312,73
2019,Nauru,Singapore,Articles of iron or steel,50.21,7.29,"Iron or steel (excluding cast iron or stainless steel): seamless, drill pipe, of a kind used in drilling for oil or gas",730423,7304,73
2019,Nauru,Slovenia,Articles of iron or steel,1.046,0.089,"Iron or non-alloy steel (excluding cast iron): seamless, cold-drawn or cold-rolled, tubes, pipes and hollow profiles of circular cross-section",730431,7304,73
2019,Nauru,Slovenia,Articles of iron or steel,3.778,0.614,Iron or steel: articles n.e.c. in heading 7326,732690,7326,73
2019,Nauru,Turkey,Articles of iron or steel,0.943,0.331,Iron or steel: articles n.e.c. in heading 7326,732690,7326,73
2019,Nauru,United Kingdom,Articles of iron or steel,7.536,0.813,Iron or steel: articles n.e.c. in heading 7326,732690,7326,73
2019,Vanuatu,Australia,Articles of iron or steel,1.045,0.251,"Iron or steel: table, kitchen and other household articles and parts thereof, of iron or steel n.e.c. in heading no. 7323",732399,7323,73
2019,Vanuatu,Australia,Articles of iron or steel,1.489,0.265,Iron or steel: articles n.e.c. in heading 7326,732690,7326,73
2019,Vanuatu,Belgium,Articles of iron or steel,0.087,0.002,"Iron or steel: threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",731815,7318,73
2019,Vanuatu,Canada,Articles of iron or steel,0.116,0.066,"Iron or steel: threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",731815,7318,73
2019,Vanuatu,Canada,Articles of iron or steel,0.003,,"Iron or steel: non-threaded articles, n.e.c. in item no. 7318.2",731829,7318,73
2019,Vanuatu,Ecuador,Articles of iron or steel,0.661,0.14,Iron or steel: helical springs and leaves for springs,732020,7320,73
2019,Vanuatu,Fiji,Articles of iron or steel,0.837,0.051,"Iron or steel: structures and parts thereof, n.e.c. in heading 7308",730890,7308,73
2019,Vanuatu,Fiji,Articles of iron or steel,1.713,1.5,"Iron or steel: stranded wire, ropes and cables, not electrically insulated",731210,7312,73
2019,Vanuatu,France,Articles of iron or steel,0.065,0.003,"Iron or steel: woven cloth, other than of stainless steel",731419,7314,73
2019,Vanuatu,France,Articles of iron or steel,2.313,0.097,"Iron or steel: articles n.e.c. in item no. 7326.11, forged or stamped, but not further worked",732619,7326,73
2019,Vanuatu,Philippines,Articles of iron or steel,10.053,2.876,"Containers for compressed or liquefied gas, of iron or steel",731100,7311,73
2019,Vanuatu,Russian Federation,Articles of iron or steel,0.455,0.006,"Iron or steel: non-threaded articles, n.e.c. in item no. 7318.2",731829,7318,73
2019,Vanuatu,South Africa,Articles of iron or steel,0.138,0.06,"Iron or steel: structures and parts thereof, n.e.c. in heading 7308",730890,7308,73
2019,Vanuatu,South Africa,Articles of iron or steel,0.83,0.12,"Reservoirs, tanks, vats and similar containers: for any material (excluding compressed or liquefied gas), of iron or steel, capacity exceeding 300l, whether or not lined or heat insulated",730900,7309,73
2019,Vanuatu,South Africa,Articles of iron or steel,0.345,0.1,"Iron or steel: anchors, grapnels and parts thereof",731600,7316,73
2019,Vanuatu,South Africa,Articles of iron or steel,0.001,0.001,Iron or steel: springs n.e.c. in heading no. 7320,732090,7320,73
2019,Vanuatu,South Africa,Articles of iron or steel,0.024,0.477,"Cooking appliances and plate warmers: for gas fuel or for both gas and other fuels, of iron or steel",732111,7321,73
2019,Vanuatu,South Africa,Articles of iron or steel,0.345,0.05,Iron or steel: articles n.e.c. in heading 7326,732690,7326,73
2019,Vanuatu,United Arab Emirates,Articles of iron or steel,0.885,7.5,"Iron or steel: structures and parts thereof, n.e.c. in heading 7308",730890,7308,73
2019,Niue,Czechia,Articles of iron or steel,0.541,0.007,"Iron or steel: threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",731815,7318,73
2019,Niue,Czechia,Articles of iron or steel,0.077,0.002,Iron or steel: threaded nuts,731816,7318,73
2019,Niue,Czechia,Articles of iron or steel,0.086,0.014,"Iron or steel: non-threaded articles, n.e.c. in item no. 7318.2",731829,7318,73
2019,Niue,Czechia,Articles of iron or steel,0.401,0.059,Iron or steel: springs n.e.c. in heading no. 7320,732090,7320,73
2019,Niue,Czechia,Articles of iron or steel,0.135,0.008,"Domestic appliances: non-electric, parts thereof, of iron or steel",732190,7321,73
2019,Niue,France,Articles of iron or steel,1.891,0.343,"Iron or steel: threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",731815,7318,73
2019,Niue,France,Articles of iron or steel,0.669,0.025,Iron or steel: threaded nuts,731816,7318,73
2019,Niue,Rep. of Korea,Articles of iron or steel,0.119,0.01,"Iron or steel: threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",731815,7318,73
2019,Niue,Rep. of Korea,Articles of iron or steel,0.138,0.005,Iron or steel: non-threaded spring washers and other lock washers,731821,7318,73
2019,Niue,New Zealand,Articles of iron or steel,8.675,3.116,"Containers for compressed or liquefied gas, of iron or steel",731100,7311,73
2019,Niue,New Zealand,Articles of iron or steel,0.012,0.001,"Iron or steel: threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",731815,7318,73
2019,Niue,New Zealand,Articles of iron or steel,0.021,0.002,"Iron or steel: non-threaded washers, excluding spring and lock",731822,7318,73
2019,Niue,Poland,Articles of iron or steel,0.016,0.002,Iron or steel: threaded self-tapping screws,731814,7318,73
2019,Niue,Poland,Articles of iron or steel,0.361,0.01,Iron or steel: threaded nuts,731816,7318,73
2019,Niue,Poland,Articles of iron or steel,0.112,0.022,"Iron or steel: non-threaded articles, n.e.c. in item no. 7318.2",731829,7318,73
2019,Niue,Serbia,Articles of iron or steel,0.005,0.001,"Iron or steel: threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",731815,7318,73
2019,Niue,Serbia,Articles of iron or steel,0.058,0.012,Iron or steel: threaded nuts,731816,7318,73
2019,Niue,Singapore,Articles of iron or steel,0.041,0.02,"Iron or steel: threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",731815,7318,73
2019,Niue,Singapore,Articles of iron or steel,0.004,0.01,Iron or steel: threaded nuts,731816,7318,73
2019,Niue,Singapore,Articles of iron or steel,0.085,0.009,Iron or steel: non-threaded rivets,731823,7318,73
2019,Niue,Slovakia,Articles of iron or steel,0.004,0.001,Iron or steel: threaded nuts,731816,7318,73
2019,Niue,Slovenia,Articles of iron or steel,0.279,0.016,Iron or steel: threaded nuts,731816,7318,73
2019,Niue,South Africa,Articles of iron or steel,0.858,0.029,"Steel, stainless: tube or pipe fittings, flanges, of stainless steel",730721,7307,73
2019,Niue,South Africa,Articles of iron or steel,0.071,0.001,"Iron or steel: threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",731815,7318,73
2019,Niue,Thailand,Articles of iron or steel,0.015,0.003,"Iron or steel: threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",731815,7318,73
2019,Niue,Thailand,Articles of iron or steel,0.013,0.002,Iron or steel: articles n.e.c. in heading 7326,732690,7326,73
2019,Niue,Turkey,Articles of iron or steel,0.898,0.4,"Iron or steel: structures and parts thereof, n.e.c. in heading 7308",730890,7308,73
2019,Niue,Turkey,Articles of iron or steel,0.197,0.001,Iron or steel: non-threaded cotters and cotter-pins,731824,7318,73
2019,Niue,Turkey,Articles of iron or steel,0.52,0.027,Iron or steel: helical springs and leaves for springs,732020,7320,73
2019,Niue,Zambia,Articles of iron or steel,0.092,0.01,"Iron or steel: non-threaded articles, n.e.c. in item no. 7318.2",731829,7318,73
2019,FS Micronesia,Chile,Articles of iron or steel,1.65,0.059,"Steel, stainless: tube or pipe fittings, n.e.c. in item no. 7307.2",730729,7307,73
2019,FS Micronesia,Thailand,Articles of iron or steel,0.423,0.075,Iron or steel: articles n.e.c. in heading 7326,732690,7326,73
2019,Marshall Isds,Brazil,Articles of iron or steel,0.007,0.003,"Iron or steel: threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",731815,7318,73
2019,Marshall Isds,Brazil,Articles of iron or steel,4.547,1.518,"Iron or steel: sanitary ware and parts thereof, excluding sinks, wash basins and baths",732490,7324,73
2019,Marshall Isds,France,Articles of iron or steel,4.449,0.3,Iron or steel: articles n.e.c. in heading 7326,732690,7326,73
2019,Marshall Isds,Germany,Articles of iron or steel,92.082,20.05,Iron or steel: articles n.e.c. in heading 7326,732690,7326,73
2019,Marshall Isds,Ghana,Articles of iron or steel,0.01,0.103,"Iron (excluding cast) or steel: table, kitchen and other household articles and parts thereof, enamelled",732394,7323,73
2019,Marshall Isds,Ghana,Articles of iron or steel,0.028,0.103,Iron (other than cast) or steel: baths,732429,7324,73
2019,Marshall Isds,Israel,Articles of iron or steel,5.911,1.445,"Iron or steel: table, kitchen and other household articles and parts thereof, of iron or steel n.e.c. in heading no. 7323",732399,7323,73
2019,Marshall Isds,Japan,Articles of iron or steel,12.421,64.49,Iron or steel: articles n.e.c. in heading 7326,732690,7326,73
2019,Marshall Isds,Rep. of Korea,Articles of iron or steel,0.586,3.6,"Iron or steel: stranded wire, ropes and cables, not electrically insulated",731210,7312,73
2019,Marshall Isds,Rep. of Korea,Articles of iron or steel,0.011,0.005,"Iron or steel: plaited bands, slings and the like, not electrically insulated",731290,7312,73
2019,Marshall Isds,Rep. of Korea,Articles of iron or steel,0.45,0.08,Iron or steel: articles n.e.c. in heading 7326,732690,7326,73
2019,Marshall Isds,India,Articles of iron or steel,25.355,3.92,"Steel, stainless: tube or pipe fittings, threaded elbows, bends and sleeves",730722,7307,73
2019,Marshall Isds,India,Articles of iron or steel,0.512,0.092,"Steel, stainless: tube or pipe fittings, n.e.c. in item no. 7307.2",730729,7307,73
2019,Marshall Isds,India,Articles of iron or steel,0.101,0.016,"Iron or steel: threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",731815,7318,73
2019,Marshall Isds,India,Articles of iron or steel,14.51,2.66,Iron or steel: threaded nuts,731816,7318,73
2019,Marshall Isds,India,Articles of iron or steel,18.921,1.16,"Iron or steel: cast articles, excluding grinding balls and similar articles for mills, other than of non-malleable cast iron",732599,7325,73
2019,Marshall Isds,India,Articles of iron or steel,0.057,0.002,Iron or steel: articles n.e.c. in heading 7326,732690,7326,73
