Year,Exporting country,Importing country,Product category,hs4,hs2,Value of the trade flow (thousands current USD),Quantity (in metric tons),Category,code,description
2019,Fiji,Christmas Isds,722100,7221,72,0.456,0.53,"Oil, metals and mineral products",722100,"Steel, stainless: bars and rods, hot-rolled, in irregularly wound coils"
2019,Fiji,Christmas Isds,722219,7222,72,10.298,14.724,"Oil, metals and mineral products",722219,"Steel, stainless: bars and rods, hot-rolled, hot-drawn or extruded, other than of circular cross-section"
2019,Fiji,Christmas Isds,722230,7222,72,1.237,0.235,"Oil, metals and mineral products",722230,"Steel, stainless: bars and rods, n.e.c. in heading no. 7222"
2019,Fiji,Christmas Isds,730300,7303,73,0.027,0.008,"Oil, metals and mineral products",730300,"Cast iron: tubes, pipes and hollow profiles"
2019,Fiji,Christmas Isds,730411,7304,73,1.468,3.813,"Oil, metals and mineral products",730411,"Iron or steel (excluding cast iron): seamless, line pipe of a kind used for oil or gas pipelines, of stainless steel"
2019,Fiji,Christmas Isds,730611,7306,73,0.004,0.001,"Oil, metals and mineral products",730611,"Steel: stainless: line pipe of a kind used for oil or gas pipelines n.e.c. in chapter 73, welded, (not seamless)"
2019,Fiji,Christmas Isds,730690,7306,73,1.172,0.112,"Oil, metals and mineral products",730690,"Iron or steel (excluding cast iron): tubes, pipes and hollow profiles (not seamless), n.e.c. in chapter 73"
2019,Fiji,Christmas Isds,730830,7308,73,3.194,0.295,"Oil, metals and mineral products",730830,"Iron or steel: structures and parts thereof, doors, windows and their frames and thresholds for doors"
2019,Fiji,Christmas Isds,730890,7308,73,163.461,345.731,"Oil, metals and mineral products",730890,"Iron or steel: structures and parts thereof, n.e.c. in heading 7308"
2019,Fiji,Christmas Isds,730900,7309,73,0.097,0.06,"Oil, metals and mineral products",730900,"Reservoirs, tanks, vats and similar containers: for any material (excluding compressed or liquefied gas), of iron or steel, capacity exceeding 300l, whether or not lined or heat insulated"
2019,Fiji,Christmas Isds,731210,7312,73,0.676,0.439,"Oil, metals and mineral products",731210,"Iron or steel: stranded wire, ropes and cables, not electrically insulated"
2019,Fiji,Christmas Isds,731290,7312,73,0.006,0.005,"Oil, metals and mineral products",731290,"Iron or steel: plaited bands, slings and the like, not electrically insulated"
2019,Fiji,Christmas Isds,731420,7314,73,2.487,2.135,"Oil, metals and mineral products",731420,"Iron or steel wire: grill, netting and fencing, welded at intersections, of wire with a maximum cross-sectional dimension of 3mm or more and mesh size 100cm2 or more"
2019,Fiji,Christmas Isds,731439,7314,73,8.586,12.277,"Oil, metals and mineral products",731439,"Iron or steel wire: grill, netting and fencing, welded at the intersection, n.e.c. in item no. 7314.20, (other than plated or coated with zinc)"
2019,Fiji,Christmas Isds,731449,7314,73,9.826,33.866,"Oil, metals and mineral products",731449,"Iron or steel wire: grill, netting and fencing, coated with materials other than zinc or plastic"
2019,Fiji,Christmas Isds,731589,7315,73,0.286,0.235,"Oil, metals and mineral products",731589,"Chain: n.e.c. in heading no. 7315, of iron or steel"
2019,Fiji,Christmas Isds,731700,7317,73,6.449,5.597,"Oil, metals and mineral products",731700,"Iron or steel: nails, tacks, drawing pins, corrugated nails, staples (not those of heading no. 8305) and the like, with heads of other material or not, but excluding articles with heads of copper"
2019,Fiji,Christmas Isds,731815,7318,73,3.705,8.287,"Oil, metals and mineral products",731815,"Iron or steel: threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers"
2019,Fiji,Christmas Isds,731819,7318,73,0.372,0.25,"Oil, metals and mineral products",731819,"Iron or steel: threaded screws, bolts and nuts n.e.c. in item no. 7318.1"
2019,Fiji,Christmas Isds,731823,7318,73,0.149,0.389,"Oil, metals and mineral products",731823,Iron or steel: non-threaded rivets
2019,Fiji,Christmas Isds,732410,7324,73,0.267,0.235,"Oil, metals and mineral products",732410,"Steel: sinks and wash basins, of stainless steel"
2019,Fiji,Christmas Isds,732429,7324,73,0.02,0.005,"Oil, metals and mineral products",732429,Iron (other than cast) or steel: baths
2019,Fiji,Christmas Isds,732510,7325,73,0.037,0.074,"Oil, metals and mineral products",732510,Iron: articles of non-malleable cast iron
2019,Fiji,Christmas Isds,732599,7325,73,0.093,0.025,"Oil, metals and mineral products",732599,"Iron or steel: cast articles, excluding grinding balls and similar articles for mills, other than of non-malleable cast iron"
2019,Fiji,Christmas Isds,732690,7326,73,6.763,9.314,"Oil, metals and mineral products",732690,Iron or steel: articles n.e.c. in heading 7326
2019,Fiji,Christmas Isds,760719,7607,76,1.844,4.388,"Oil, metals and mineral products",760719,"Aluminium: foil, (not backed), of a thickness not exceeding 0.2mm, not rolled"
2019,Fiji,Christmas Isds,761010,7610,76,1.63,4.233,"Oil, metals and mineral products",761010,"Aluminium: structures (excluding prefabricated buildings of heading no. 9406) and parts of structures, doors, windows and their frames and thresholds for doors"
2019,Fiji,Christmas Isds,761090,7610,76,0.217,0.235,"Oil, metals and mineral products",761090,"Aluminium: structures (excluding prefabricated buildings of heading no. 9406) and parts of structures, n.e.c. in heading no. 7610, plates, rods, profiles, tubes and the like"
2019,Fiji,Christmas Isds,761510,7615,76,0.213,0.235,"Oil, metals and mineral products",761510,"Aluminium: table, kitchen or other household articles and parts thereof: pot scourers and scouring or polishing pads, gloves and the like"
2019,Fiji,Christmas Isds,820110,8201,82,0.712,0.235,"Oil, metals and mineral products",820110,"Tools, hand: spades and shovels"
2019,Fiji,Christmas Isds,820231,8202,82,0.034,0.112,"Oil, metals and mineral products",820231,"Tools, hand: circular saw blades (including slitting or slotting saw blades), with working part of steel"
2019,Fiji,Christmas Isds,820239,8202,82,0.915,0.235,"Oil, metals and mineral products",820239,"Tools, hand: circular saw blades (including slitting or slotting saw blades), with working part of materials (other than steel)"
2019,Fiji,Christmas Isds,820310,8203,82,0.15,0.235,"Oil, metals and mineral products",820310,"Tools, hand: files, rasps and similar tools"
2019,Fiji,Christmas Isds,820559,8205,82,1.593,0.182,"Oil, metals and mineral products",820559,"Tools, hand: other hand tools (including glaziers diamonds), excluding household tools, drilling, threading or tapping tools, hammers and sledge hammers, planes, chisels, gouges and similar cutting tools for working wood, and screwdrivers"
2019,Fiji,Christmas Isds,821300,8213,82,0.219,0.235,"Oil, metals and mineral products",821300,"Scissors: tailors' shears, similar shears and blades therefore"
2019,Fiji,Christmas Isds,830110,8301,83,0.475,0.347,"Oil, metals and mineral products",830110,"Padlocks: (key, combination or electrically operated), of base metal"
2019,Fiji,Christmas Isds,830130,8301,83,0.032,0.112,"Oil, metals and mineral products",830130,"Locks: of a kind used for furniture (key, combination or electrically operated), of base metal"
2019,Fiji,Christmas Isds,830140,8301,83,2.032,1.153,"Oil, metals and mineral products",830140,"Locks: (other than those for motor vehicles or furniture), (key, combination or electrically operated), of base metal"
2019,Fiji,Christmas Isds,830210,8302,83,1.419,0.562,"Oil, metals and mineral products",830210,"Hinges: suitable for furniture, doors, staircases, windows, blinds, coachwork, saddlery, trunks, chests, caskets or the like, of base metal"
2019,Fiji,Christmas Isds,830242,8302,83,0.074,0.005,"Oil, metals and mineral products",830242,"Mountings, fittings and similar articles: suitable for furniture of base metal"
2019,Fiji,Christmas Isds,830249,8302,83,0.928,0.112,"Oil, metals and mineral products",830249,"Mountings, fittings and similar articles: suitable for other than buildings or furniture, of base metal"
2019,Fiji,Christmas Isds,830520,8305,83,0.526,0.25,"Oil, metals and mineral products",830520,"Stationery: staples in strips, (e.g. for offices, upholstery, packaging), of base metal"
2019,Fiji,Christmas Isds,831110,8311,83,0.05,0.13,"Oil, metals and mineral products",831110,"Electrodes: coated, of base metal, for electric arc-welding"
2019,Fiji,Christmas Isds,831190,8311,83,0.282,0.347,"Oil, metals and mineral products",831190,"Wires, rods, tubes, plates, electrodes of base metal or metal carbides: of a kind used for soldering, brazing, welding: wires and rods for metal spraying: n.e.c. in item no. 8311"
2019,Fiji,Cook Isds,271000,2710,27,16671.851,28715.708,"Oil, metals and mineral products",271000,"Petroleum oils and oils from bituminous minerals, not crude: preparations n.e.c. containing by weight 70% or more of petroleum oils or oils from bituminous minerals: these being the basic constituents of the preparations: waste oils"
2019,Fiji,Cook Isds,271210,2712,27,0.065,0.014,"Oil, metals and mineral products",271210,Petroleum jelly
2019,Fiji,Cook Isds,271490,2714,27,193.164,256.0,"Oil, metals and mineral products",271490,"Bitumen and asphalt, natural: asphaltites and asphaltic rock"
2019,Fiji,Cook Isds,711719,7117,71,3.565,0.127,"Oil, metals and mineral products",711719,"Jewellery: imitation, (excluding cuff links and studs), of base metal, whether or not plated with precious metal"
2019,Fiji,Cook Isds,721050,7210,72,11.478,7.818,"Oil, metals and mineral products",721050,"Iron or non-alloy steel: flat-rolled, width 600mm or more, plated or coated with chromium oxides or with chromium and chromium oxides"
2019,Fiji,Cook Isds,721710,7217,72,0.323,0.25,"Oil, metals and mineral products",721710,"Iron or non-alloy steel: wire, (not plated or coated), whether or not polished"
2019,Fiji,Cook Isds,721790,7217,72,5.206,4.125,"Oil, metals and mineral products",721790,"Iron or non-alloy steel: wire, n.e.c. in heading no. 7217"
2019,Fiji,Cook Isds,722220,7222,72,1.92,1.732,"Oil, metals and mineral products",722220,"Steel, stainless: bars and rods, cold-formed or cold-finished"
2019,Fiji,Cook Isds,722810,7228,72,32.507,28.761,"Oil, metals and mineral products",722810,"Steel, alloy: bars and rods, of high speed steel"
2019,Fiji,Cook Isds,730830,7308,73,2.316,1.0,"Oil, metals and mineral products",730830,"Iron or steel: structures and parts thereof, doors, windows and their frames and thresholds for doors"
2019,Fiji,Cook Isds,730890,7308,73,8.418,2.0,"Oil, metals and mineral products",730890,"Iron or steel: structures and parts thereof, n.e.c. in heading 7308"
2019,Fiji,Cook Isds,731290,7312,73,1.178,1.09,"Oil, metals and mineral products",731290,"Iron or steel: plaited bands, slings and the like, not electrically insulated"
2019,Fiji,Cook Isds,731300,7313,73,2.114,1.0,"Oil, metals and mineral products",731300,"Iron of steel: barbed wire, twisted hoop or single flat wire and loosely twisted double wire, used for fencing"
2019,Fiji,Cook Isds,731420,7314,73,35.661,31.837,"Oil, metals and mineral products",731420,"Iron or steel wire: grill, netting and fencing, welded at intersections, of wire with a maximum cross-sectional dimension of 3mm or more and mesh size 100cm2 or more"
2019,Fiji,Cook Isds,731441,7314,73,10.082,4.64,"Oil, metals and mineral products",731441,"Iron or steel wire: grill, netting and fencing, plated or coated with zinc"
2019,Fiji,Cook Isds,731449,7314,73,16.859,7.845,"Oil, metals and mineral products",731449,"Iron or steel wire: grill, netting and fencing, coated with materials other than zinc or plastic"
2019,Fiji,Cook Isds,731450,7314,73,1.74,2.95,"Oil, metals and mineral products",731450,Iron or steel: expanded metal
2019,Fiji,Cook Isds,731700,7317,73,12.032,6.701,"Oil, metals and mineral products",731700,"Iron or steel: nails, tacks, drawing pins, corrugated nails, staples (not those of heading no. 8305) and the like, with heads of other material or not, but excluding articles with heads of copper"
2019,Fiji,Cook Isds,731815,7318,73,2.189,4.975,"Oil, metals and mineral products",731815,"Iron or steel: threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers"
2019,Fiji,Cook Isds,732111,7321,73,16.015,2.285,"Oil, metals and mineral products",732111,"Cooking appliances and plate warmers: for gas fuel or for both gas and other fuels, of iron or steel"
2019,Fiji,Cook Isds,732310,7323,73,0.025,0.004,"Oil, metals and mineral products",732310,"Iron or steel: wool, pot scourers and scouring or polishing pads, gloves and the like"
2019,Fiji,Cook Isds,732393,7323,73,3.111,0.198,"Oil, metals and mineral products",732393,"Steel, stainless: table, kitchen and other household articles and parts thereof"
2019,Fiji,Cook Isds,732690,7326,73,23.834,9.93,"Oil, metals and mineral products",732690,Iron or steel: articles n.e.c. in heading 7326
2019,Fiji,Cook Isds,740729,7407,74,0.209,0.35,"Oil, metals and mineral products",740729,"Copper: bars, rods and profiles, of copper alloys (other than copper-zinc base alloys)"
2019,Fiji,Cook Isds,760429,7604,76,6.349,0.063,"Oil, metals and mineral products",760429,"Aluminium: alloys, bars, rods and profiles, other than hollow"
2019,Fiji,Cook Isds,760711,7607,76,1.596,0.411,"Oil, metals and mineral products",760711,"Aluminium: foil, (not backed), rolled (but not further worked), of a thickness not exceeding 0.2mm"
2019,Fiji,Cook Isds,760719,7607,76,2.736,0.453,"Oil, metals and mineral products",760719,"Aluminium: foil, (not backed), of a thickness not exceeding 0.2mm, not rolled"
2019,Fiji,Cook Isds,820320,8203,82,0.326,0.01,"Oil, metals and mineral products",820320,"Tools, hand: pliers (including cutting pliers), pincers, tweezers and similar tools"
2019,Fiji,Cook Isds,820330,8203,82,0.017,0.01,"Oil, metals and mineral products",820330,"Tools, hand: metal cutting shears and similar tools"
2019,Fiji,Cook Isds,820559,8205,82,10.732,6.405,"Oil, metals and mineral products",820559,"Tools, hand: other hand tools (including glaziers diamonds), excluding household tools, drilling, threading or tapping tools, hammers and sledge hammers, planes, chisels, gouges and similar cutting tools for working wood, and screwdrivers"
2019,Fiji,Cook Isds,830140,8301,83,1.39,0.002,"Oil, metals and mineral products",830140,"Locks: (other than those for motor vehicles or furniture), (key, combination or electrically operated), of base metal"
2019,Fiji,Cook Isds,831110,8311,83,0.09,0.024,"Oil, metals and mineral products",831110,"Electrodes: coated, of base metal, for electric arc-welding"
2019,Fiji,Czechia,711810,7118,71,8.621,0.003,"Oil, metals and mineral products",711810,"Coin (other than gold coin), not being legal tender"
2019,Fiji,Czechia,741820,7418,74,0.175,0.01,"Oil, metals and mineral products",741820,Copper: sanitary ware and parts thereof
2019,Fiji,Estonia,711810,7118,71,5.041,0.004,"Oil, metals and mineral products",711810,"Coin (other than gold coin), not being legal tender"
2019,Fiji,France,711810,7118,71,1.793,0.012,"Oil, metals and mineral products",711810,"Coin (other than gold coin), not being legal tender"
2019,Fiji,France,732690,7326,73,25.802,2.77,"Oil, metals and mineral products",732690,Iron or steel: articles n.e.c. in heading 7326
2019,Fiji,French Polynesia,731700,7317,73,13.841,6.133,"Oil, metals and mineral products",731700,"Iron or steel: nails, tacks, drawing pins, corrugated nails, staples (not those of heading no. 8305) and the like, with heads of other material or not, but excluding articles with heads of copper"
2019,Fiji,French Polynesia,820559,8205,82,0.519,0.08,"Oil, metals and mineral products",820559,"Tools, hand: other hand tools (including glaziers diamonds), excluding household tools, drilling, threading or tapping tools, hammers and sledge hammers, planes, chisels, gouges and similar cutting tools for working wood, and screwdrivers"
2019,Fiji,Germany,710122,7101,71,90.721,0.003,"Oil, metals and mineral products",710122,"Pearls: cultured, worked, whether or not graded (but not strung, mounted or set), temporarily strung for the convenience of transport"
2019,Fiji,Germany,732020,7320,73,1.096,0.011,"Oil, metals and mineral products",732020,Iron or steel: helical springs and leaves for springs
2019,Fiji,Germany,820559,8205,82,26.213,0.192,"Oil, metals and mineral products",820559,"Tools, hand: other hand tools (including glaziers diamonds), excluding household tools, drilling, threading or tapping tools, hammers and sledge hammers, planes, chisels, gouges and similar cutting tools for working wood, and screwdrivers"
2019,Fiji,Germany,830990,8309,83,1.575,0.001,"Oil, metals and mineral products",830990,"Stoppers: caps and lids, of base metal"
2019,Fiji,Kiribati,270799,2707,27,0.211,0.005,"Oil, metals and mineral products",270799,Oils and other products of the distillation of high temperature coal tar: n.e.c. in heading no. 2707
2019,Fiji,Kiribati,270900,2709,27,169.594,189.7,"Oil, metals and mineral products",270900,"Oils: petroleum oils and oils obtained from bituminous minerals, crude"
2019,Fiji,Kiribati,271000,2710,27,447.051,571.819,"Oil, metals and mineral products",271000,"Petroleum oils and oils from bituminous minerals, not crude: preparations n.e.c. containing by weight 70% or more of petroleum oils or oils from bituminous minerals: these being the basic constituents of the preparations: waste oils"
2019,Fiji,Kiribati,271119,2711,27,3.017,0.359,"Oil, metals and mineral products",271119,"Petroleum gases and other gaseous hydrocarbons: liquefied, n.e.c. in heading no. 2711"
2019,Fiji,Kiribati,271129,2711,27,10.099,22.0,"Oil, metals and mineral products",271129,"Petroleum gases and other gaseous hydrocarbons: in gaseous state, other than natural gas"
2019,Fiji,Kiribati,271290,2712,27,2.695,2.0,"Oil, metals and mineral products",271290,"Paraffin wax: containing by weight 0.75% or more of oil, obtained by synthesis or by other processes, whether or not coloured"
2019,Fiji,Kiribati,711719,7117,71,0.189,0.01,"Oil, metals and mineral products",711719,"Jewellery: imitation, (excluding cuff links and studs), of base metal, whether or not plated with precious metal"
2019,Fiji,Kiribati,720421,7204,72,1.581,21.0,"Oil, metals and mineral products",720421,Ferrous waste and scrap: of stainless steel
2019,Fiji,Kiribati,720890,7208,72,3.494,1.5,"Oil, metals and mineral products",720890,"Iron or non-alloy steel: flat-rolled, hot-rolled, of a width 600mm or more, n.e.c. in heading no. 7208"
2019,Fiji,Kiribati,720990,7209,72,0.722,0.15,"Oil, metals and mineral products",720990,"Iron or non-alloy steel: flat-rolled, width 600mm or more, cold-rolled, n.e.c. in heading no. 7209"
2019,Fiji,Kiribati,721011,7210,72,213.574,118.463,"Oil, metals and mineral products",721011,"Iron or non-alloy steel: flat-rolled, width 600mm or more, plated or coated with tin, thickness of 0.5mm or more"
2019,Fiji,Kiribati,721012,7210,72,30.241,24.226,"Oil, metals and mineral products",721012,"Iron or non-alloy steel: flat-rolled, width 600mm or more, plated or coated with tin, thickness of less than 0.5mm"
2019,Fiji,Kiribati,721020,7210,72,61.667,47.433,"Oil, metals and mineral products",721020,"Iron or non-alloy steel: flat-rolled, width 600mm or more, plated or coated with lead, including terne-plate"
2019,Fiji,Kiribati,721041,7210,72,126.105,98.39,"Oil, metals and mineral products",721041,"Iron or non-alloy steel: flat-rolled, width 600mm or more, corrugated, plated or coated with zinc (not electrolytically)"
2019,Fiji,Kiribati,721049,7210,72,33.631,27.363,"Oil, metals and mineral products",721049,"Iron or non-alloy steel: flat-rolled, width 600mm or more, (not corrugated), plated or coated with zinc (not electrolytically)"
2019,Fiji,Kiribati,721050,7210,72,93.807,66.251,"Oil, metals and mineral products",721050,"Iron or non-alloy steel: flat-rolled, width 600mm or more, plated or coated with chromium oxides or with chromium and chromium oxides"
2019,Fiji,Kiribati,721061,7210,72,1.274,1.0,"Oil, metals and mineral products",721061,"Iron or non-alloy steel: flat-rolled, width 600mm or more, plated or coated with aluminium zinc-alloys"
2019,Fiji,Kiribati,721070,7210,72,4.574,9.042,"Oil, metals and mineral products",721070,"Iron or non-alloy steel: flat-rolled, width 600mm or more, painted, varnished or coated with plastics"
2019,Fiji,Kiribati,721090,7210,72,174.277,145.055,"Oil, metals and mineral products",721090,"Iron or non-alloy steel: flat-rolled, width 600mm or more, plated or coated with materials n.e.c. in heading no. 7210"
2019,Fiji,Kiribati,721210,7212,72,24.438,15.655,"Oil, metals and mineral products",721210,"Iron or non-alloy steel: flat-rolled, width less than 600mm, plated or coated with tin"
2019,Fiji,Kiribati,721220,7212,72,4.859,1.47,"Oil, metals and mineral products",721220,"Iron or non-alloy steel: flat-rolled, of a width less than 600mm, electrolytically plated or coated with zinc"
2019,Fiji,Kiribati,721230,7212,72,2.059,1.779,"Oil, metals and mineral products",721230,"Iron or non-alloy steel: flat-rolled, width less than 600mm, plated or coated with zinc (not electrolytically)"
2019,Fiji,Kiribati,721260,7212,72,0.184,0.185,"Oil, metals and mineral products",721260,"Iron or non-alloy steel: flat-rolled, width less than 600mm, clad"
2019,Fiji,Kiribati,721310,7213,72,2.785,2.05,"Oil, metals and mineral products",721310,"Iron or non-alloy steel: bars and rods, hot-rolled, in irregularly wound coils, containing indentations, ribs, grooves or other deformations produced during the rolling process"
2019,Fiji,Kiribati,721399,7213,72,0.234,0.13,"Oil, metals and mineral products",721399,"Iron or non-alloy steel: bars and rods, hot-rolled, in irregularly wound coils, n.e.c. in heading no. 7213, of circular cross-section measuring 14mm or more in diameter"
2019,Fiji,Kiribati,721420,7214,72,8.601,8.479,"Oil, metals and mineral products",721420,"Iron or non-alloy steel: bars and rods, hot-rolled, hot-drawn or hot-extruded, containing indentations, ribs, grooves or other deformations produced during the rolling process or twisted after rolling"
2019,Fiji,Kiribati,721430,7214,72,1.429,0.8,"Oil, metals and mineral products",721430,"Iron or non-alloy steel: bars and rods, hot-rolled, hot-drawn or hot-extruded, including those twisted after rolling, of free-cutting steel"
2019,Fiji,Kiribati,721491,7214,72,0.999,1.252,"Oil, metals and mineral products",721491,"Iron or non-alloy steel: bars and rods, hot-rolled, hot-drawn or hot-extruded, n.e.c. in heading no. 7214, of rectangular (other than square) cross-section"
2019,Fiji,Kiribati,721499,7214,72,2.037,1.743,"Oil, metals and mineral products",721499,"Iron or non-alloy steel: bars and rods, hot-rolled, hot-drawn or hot-extruded, n.e.c. in heading no. 7214, other than of rectangular cross-section"
2019,Fiji,Kiribati,721590,7215,72,6.464,5.986,"Oil, metals and mineral products",721590,"Iron or non-alloy steel: bars and rods, n.e.c. in chapter 72, n.e.c. in heading no. 7215"
2019,Fiji,Kiribati,721790,7217,72,11.86,6.061,"Oil, metals and mineral products",721790,"Iron or non-alloy steel: wire, n.e.c. in heading no. 7217"
2019,Fiji,Kiribati,722220,7222,72,0.361,0.65,"Oil, metals and mineral products",722220,"Steel, stainless: bars and rods, cold-formed or cold-finished"
2019,Fiji,Kiribati,722230,7222,72,15.317,11.049,"Oil, metals and mineral products",722230,"Steel, stainless: bars and rods, n.e.c. in heading no. 7222"
2019,Fiji,Kiribati,722850,7228,72,0.073,0.075,"Oil, metals and mineral products",722850,"Steel, alloy: bars and rods, cold-formed or cold-finished"
2019,Fiji,Kiribati,722860,7228,72,4.105,2.685,"Oil, metals and mineral products",722860,"Steel, alloy: bars and rods n.e.c. in heading no. 7228"
2019,Fiji,Kiribati,730300,7303,73,0.489,0.021,"Oil, metals and mineral products",730300,"Cast iron: tubes, pipes and hollow profiles"
2019,Fiji,Kiribati,730411,7304,73,29.484,6.956,"Oil, metals and mineral products",730411,"Iron or steel (excluding cast iron): seamless, line pipe of a kind used for oil or gas pipelines, of stainless steel"
2019,Fiji,Kiribati,730441,7304,73,0.324,0.4,"Oil, metals and mineral products",730441,"Steel, stainless: cold-drawn or cold-rolled (cold-reduced), tubes and pipes of circular cross-section"
2019,Fiji,Kiribati,730590,7305,73,1.522,0.78,"Oil, metals and mineral products",730590,"Iron or steel (excluding cast iron): tubes and pipes n.e.c. in heading no. 7305, having circular cross-sections, external diameter exceeds 406.4mm, (not seamless)"
2019,Fiji,Kiribati,730611,7306,73,2.868,2.087,"Oil, metals and mineral products",730611,"Steel: stainless: line pipe of a kind used for oil or gas pipelines n.e.c. in chapter 73, welded, (not seamless)"
2019,Fiji,Kiribati,730640,7306,73,4.62,2.0,"Oil, metals and mineral products",730640,"Steel, stainless: tubes, pipes and hollow profiles, welded, of circular cross-section, n.e.c. in chapter 73"
2019,Fiji,Kiribati,730661,7306,73,2.082,1.224,"Oil, metals and mineral products",730661,"Iron or steel (excluding cast iron): tubes, pipes and hollow profiles (not seamless), welded, of square or rectangular cross-section, n.e.c. in chapter 73"
2019,Fiji,Kiribati,730690,7306,73,24.487,24.557,"Oil, metals and mineral products",730690,"Iron or steel (excluding cast iron): tubes, pipes and hollow profiles (not seamless), n.e.c. in chapter 73"
2019,Fiji,Kiribati,730729,7307,73,0.832,0.605,"Oil, metals and mineral products",730729,"Steel, stainless: tube or pipe fittings, n.e.c. in item no. 7307.2"
2019,Fiji,Kiribati,730799,7307,73,9.612,4.139,"Oil, metals and mineral products",730799,"Iron or steel: tube or pipe fittings, n.e.c. in item no. 7307.9, other than stainless steel"
2019,Fiji,Kiribati,730810,7308,73,8.462,0.95,"Oil, metals and mineral products",730810,"Iron or steel: structures and parts thereof, bridges and bridge-sections"
2019,Fiji,Kiribati,730830,7308,73,1.445,0.093,"Oil, metals and mineral products",730830,"Iron or steel: structures and parts thereof, doors, windows and their frames and thresholds for doors"
2019,Fiji,Kiribati,730890,7308,73,20.58,16.1,"Oil, metals and mineral products",730890,"Iron or steel: structures and parts thereof, n.e.c. in heading 7308"
2019,Fiji,Kiribati,730900,7309,73,0.787,0.96,"Oil, metals and mineral products",730900,"Reservoirs, tanks, vats and similar containers: for any material (excluding compressed or liquefied gas), of iron or steel, capacity exceeding 300l, whether or not lined or heat insulated"
2019,Fiji,Kiribati,731021,7310,73,0.012,0.003,"Oil, metals and mineral products",731021,"Cans: which are to be closed by soldering or crimping, for any material (excluding compressed or liquefied gas), less than 50l capacity, of iron or steel"
2019,Fiji,Kiribati,731029,7310,73,0.101,0.02,"Oil, metals and mineral products",731029,"Tanks, casks, drums, boxes and similar containers for any material (excluding compressed or liquefied gas) less than 50l capacity, n.e.c. in item no. 7310.2, of iron or steel"
2019,Fiji,Kiribati,731100,7311,73,0.475,0.16,"Oil, metals and mineral products",731100,"Containers for compressed or liquefied gas, of iron or steel"
2019,Fiji,Kiribati,731210,7312,73,0.005,0.01,"Oil, metals and mineral products",731210,"Iron or steel: stranded wire, ropes and cables, not electrically insulated"
2019,Fiji,Kiribati,731290,7312,73,0.446,0.345,"Oil, metals and mineral products",731290,"Iron or steel: plaited bands, slings and the like, not electrically insulated"
2019,Fiji,Kiribati,731300,7313,73,2.436,1.35,"Oil, metals and mineral products",731300,"Iron of steel: barbed wire, twisted hoop or single flat wire and loosely twisted double wire, used for fencing"
2019,Fiji,Kiribati,731419,7314,73,6.277,7.1,"Oil, metals and mineral products",731419,"Iron or steel: woven cloth, other than of stainless steel"
2019,Fiji,Kiribati,731420,7314,73,24.066,17.083,"Oil, metals and mineral products",731420,"Iron or steel wire: grill, netting and fencing, welded at intersections, of wire with a maximum cross-sectional dimension of 3mm or more and mesh size 100cm2 or more"
2019,Fiji,Kiribati,731439,7314,73,12.61,2.37,"Oil, metals and mineral products",731439,"Iron or steel wire: grill, netting and fencing, welded at the intersection, n.e.c. in item no. 7314.20, (other than plated or coated with zinc)"
2019,Fiji,Kiribati,731441,7314,73,13.633,5.4,"Oil, metals and mineral products",731441,"Iron or steel wire: grill, netting and fencing, plated or coated with zinc"
2019,Fiji,Kiribati,731442,7314,73,4.062,1.722,"Oil, metals and mineral products",731442,"Iron or steel wire: grill, netting and fencing, coated with plastic"
2019,Fiji,Kiribati,731449,7314,73,32.268,26.244,"Oil, metals and mineral products",731449,"Iron or steel wire: grill, netting and fencing, coated with materials other than zinc or plastic"
2019,Fiji,Kiribati,731450,7314,73,39.137,20.24,"Oil, metals and mineral products",731450,Iron or steel: expanded metal
2019,Fiji,Kiribati,731512,7315,73,12.599,4.769,"Oil, metals and mineral products",731512,"Chain: articulated link, (other than roller), of iron or steel"
2019,Fiji,Kiribati,731519,7315,73,2.514,0.9,"Oil, metals and mineral products",731519,"Chain: articulated link parts, of iron or steel"
2019,Fiji,Kiribati,731589,7315,73,8.018,5.659,"Oil, metals and mineral products",731589,"Chain: n.e.c. in heading no. 7315, of iron or steel"
2019,Fiji,Kiribati,731700,7317,73,102.028,54.23,"Oil, metals and mineral products",731700,"Iron or steel: nails, tacks, drawing pins, corrugated nails, staples (not those of heading no. 8305) and the like, with heads of other material or not, but excluding articles with heads of copper"
2019,Fiji,Kiribati,731814,7318,73,0.111,0.038,"Oil, metals and mineral products",731814,Iron or steel: threaded self-tapping screws
2019,Fiji,Kiribati,731815,7318,73,14.827,5.036,"Oil, metals and mineral products",731815,"Iron or steel: threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers"
2019,Fiji,Kiribati,731816,7318,73,0.033,0.028,"Oil, metals and mineral products",731816,Iron or steel: threaded nuts
2019,Fiji,Kiribati,731819,7318,73,2.601,2.01,"Oil, metals and mineral products",731819,"Iron or steel: threaded screws, bolts and nuts n.e.c. in item no. 7318.1"
2019,Fiji,Kiribati,731822,7318,73,0.439,0.6,"Oil, metals and mineral products",731822,"Iron or steel: non-threaded washers, excluding spring and lock"
2019,Fiji,Kiribati,731823,7318,73,0.323,0.008,"Oil, metals and mineral products",731823,Iron or steel: non-threaded rivets
