Year,Exporting country,Importing country,Product category,hs4,hs2,Value of the trade flow (thousands current USD),Quantity (in metric tons),Category,code,description
2019,Papua New Guinea,France,271129,2711,27,1.694,0.05,"Oil, metals and mineral products",271129,"Petroleum gases and other gaseous hydrocarbons: in gaseous state, other than natural gas"
2019,Papua New Guinea,France,271490,2714,27,0.532,0.085,"Oil, metals and mineral products",271490,"Bitumen and asphalt, natural: asphaltites and asphaltic rock"
2019,Papua New Guinea,France,711719,7117,71,1.659,0.999,"Oil, metals and mineral products",711719,"Jewellery: imitation, (excluding cuff links and studs), of base metal, whether or not plated with precious metal"
2019,Papua New Guinea,France,711790,7117,71,0.175,0.005,"Oil, metals and mineral products",711790,"Jewellery: imitation, of other than base metal, whether or not plated with precious metal"
2019,Papua New Guinea,France,711810,7118,71,0.036,0.002,"Oil, metals and mineral products",711810,"Coin (other than gold coin), not being legal tender"
2019,Papua New Guinea,France,731100,7311,73,1.622,0.022,"Oil, metals and mineral products",731100,"Containers for compressed or liquefied gas, of iron or steel"
2019,Papua New Guinea,France,732690,7326,73,0.032,0.007,"Oil, metals and mineral products",732690,Iron or steel: articles n.e.c. in heading 7326
2019,Papua New Guinea,France,830120,8301,83,1599.216,56.604,"Oil, metals and mineral products",830120,"Locks: of a kind used for motor vehicles (key, combination or electrically operated), of base metal"
2019,Papua New Guinea,Germany,260300,2603,26,32270.148,10500.0,"Oil, metals and mineral products",260300,Copper ores and concentrates
2019,Papua New Guinea,Germany,261690,2616,26,13453.22,75.172,"Oil, metals and mineral products",261690,Precious metal ores and concentrates: (excluding silver)
2019,Papua New Guinea,Germany,711319,7113,71,5.733,,"Oil, metals and mineral products",711319,"Jewellery: of precious metal (excluding silver) whether or not plated or clad with precious metal, and parts thereof"
2019,Papua New Guinea,Germany,711810,7118,71,2.175,0.004,"Oil, metals and mineral products",711810,"Coin (other than gold coin), not being legal tender"
2019,Papua New Guinea,Germany,760200,7602,76,1602.575,1254.452,"Oil, metals and mineral products",760200,Aluminium: waste and scrap
2019,Papua New Guinea,"China, Hong Kong SAR",271000,2710,27,34420.642,102712.0,"Oil, metals and mineral products",271000,"Petroleum oils and oils from bituminous minerals, not crude: preparations n.e.c. containing by weight 70% or more of petroleum oils or oils from bituminous minerals: these being the basic constituents of the preparations: waste oils"
2019,Papua New Guinea,Indonesia,270900,2709,27,35775.603,77702.7,"Oil, metals and mineral products",270900,"Oils: petroleum oils and oils obtained from bituminous minerals, crude"
2019,Papua New Guinea,Indonesia,720449,7204,72,668.354,2275.585,"Oil, metals and mineral products",720449,Ferrous waste and scrap: n.e.c. in heading no. 7204
2019,Papua New Guinea,Indonesia,732690,7326,73,0.087,0.004,"Oil, metals and mineral products",732690,Iron or steel: articles n.e.c. in heading 7326
2019,Papua New Guinea,Indonesia,820750,8207,82,0.613,0.018,"Oil, metals and mineral products",820750,"Tools, interchangeable: (for machine or hand tools, whether or not power-operated), tools for drilling (other than rock)"
2019,Papua New Guinea,Indonesia,820900,8209,82,6.852,0.006,"Oil, metals and mineral products",820900,"Tools: plates, sticks, tips and the like for tools, unmounted, of sintered metal carbides or cermets"
2019,Papua New Guinea,Indonesia,830790,8307,83,0.047,0.001,"Oil, metals and mineral products",830790,"Tubing: flexible, with or without fittings of base metal, other than those of iron or steel"
2019,Papua New Guinea,Ireland,820190,8201,82,0.02,0.001,"Oil, metals and mineral products",820190,"Tools, hand: forks, scythes, sickles, hay knives, timber wedges, and other hand tools of a kind used in agriculture, horticulture or forestry n.e.c. in heading 8201"
2019,Papua New Guinea,Italy,710812,7108,71,50401.178,1.52,"Oil, metals and mineral products",710812,"Metals: gold, non-monetary, unwrought (but not powder)"
2019,Papua New Guinea,Japan,260300,2603,26,454390.833,229711.0,"Oil, metals and mineral products",260300,Copper ores and concentrates
2019,Papua New Guinea,Japan,261690,2616,26,14184.286,85.0,"Oil, metals and mineral products",261690,Precious metal ores and concentrates: (excluding silver)
2019,Papua New Guinea,Japan,271000,2710,27,104949.144,203595.15,"Oil, metals and mineral products",271000,"Petroleum oils and oils from bituminous minerals, not crude: preparations n.e.c. containing by weight 70% or more of petroleum oils or oils from bituminous minerals: these being the basic constituents of the preparations: waste oils"
2019,Papua New Guinea,Japan,271111,2711,27,1801478.714,3741750.0,"Oil, metals and mineral products",271111,"Petroleum gases and other gaseous hydrocarbons: liquefied, natural gas"
2019,Papua New Guinea,Japan,740400,7404,74,743.193,134.637,"Oil, metals and mineral products",740400,Copper: waste and scrap
2019,Papua New Guinea,Rep. of Korea,260300,2603,26,123368.678,56015.1,"Oil, metals and mineral products",260300,Copper ores and concentrates
2019,Papua New Guinea,Rep. of Korea,260400,2604,26,4.034,1.029,"Oil, metals and mineral products",260400,Nickel ores and concentrates
2019,Papua New Guinea,Rep. of Korea,270900,2709,27,92386.081,195216.2,"Oil, metals and mineral products",270900,"Oils: petroleum oils and oils obtained from bituminous minerals, crude"
2019,Papua New Guinea,Rep. of Korea,271000,2710,27,17432.682,36836.697,"Oil, metals and mineral products",271000,"Petroleum oils and oils from bituminous minerals, not crude: preparations n.e.c. containing by weight 70% or more of petroleum oils or oils from bituminous minerals: these being the basic constituents of the preparations: waste oils"
2019,Papua New Guinea,Rep. of Korea,271111,2711,27,90304.542,294278.2,"Oil, metals and mineral products",271111,"Petroleum gases and other gaseous hydrocarbons: liquefied, natural gas"
